# YTID, start_seconds, end_seconds, positive_labels
6EOz2x25dZs,60.0,70.0,"/m/025rv6n,/m/07qwf61,/m/0dbvp"
6EOz2x25dZs,60.0,70.0,"/m/025rv6n,/m/07qwf61,/m/0dbvp"
6EOz2x25dZs,60.0,70.0,"/m/025rv6n,/m/07qwf61,/m/0dbvp"
6FcV7mnutxc,17.0,27.0,/m/07r4gkf
6Fw_59nwKfg,140.0,150.0,"/m/06hps,/m/07r4gkf"
6Fw_59nwKfg,140.0,150.0,"/m/06hps,/m/07r4gkf"
6GMAVpfbGmM,60.0,70.0,"/m/01d3sd,/m/068hy,/m/07ppn3j,/m/0bt9lr,/m/0jbk"
6GMAVpfbGmM,60.0,70.0,"/m/01d3sd,/m/068hy,/m/07ppn3j,/m/0bt9lr,/m/0jbk"
6GMAVpfbGmM,60.0,70.0,"/m/01d3sd,/m/068hy,/m/07ppn3j,/m/0bt9lr,/m/0jbk"
6I-agcg-gTs,30.0,40.0,"/m/04rlf,/m/07q0h5t"
6KbBcOZL7FM,0.0,10.0,"/m/025rv6n,/m/07qn5dc,/m/07st89h,/m/09b5t"
6KbBcOZL7FM,0.0,10.0,"/m/025rv6n,/m/07qn5dc,/m/07st89h,/m/09b5t"
6KbBcOZL7FM,0.0,10.0,"/m/025rv6n,/m/07qn5dc,/m/07st89h,/m/09b5t"
6KbBcOZL7FM,0.0,10.0,"/m/025rv6n,/m/07qn5dc,/m/07st89h,/m/09b5t"
6Ku8JEeSoE0,30.0,40.0,/m/05_wcq
6L3hgqmvU_8,0.0,10.0,"/m/07sx8x_,/m/09x0r,/t/dd00125"
6L8bljNWiwU,10.0,20.0,"/m/015p6,/m/020bb7,/m/07pggtn"
6L8bljNWiwU,10.0,20.0,"/m/015p6,/m/020bb7,/m/07pggtn"
6L8bljNWiwU,10.0,20.0,"/m/015p6,/m/020bb7,/m/07pggtn"
6NAqjI_sKew,60.0,70.0,/m/05_wcq
6PoiNnbAfz4,5.0,15.0,"/m/025rv6n,/m/07qn5dc,/m/07st89h,/m/09b5t"
6PoiNnbAfz4,5.0,15.0,"/m/025rv6n,/m/07qn5dc,/m/07st89h,/m/09b5t"
6PoiNnbAfz4,5.0,15.0,"/m/025rv6n,/m/07qn5dc,/m/07st89h,/m/09b5t"
6PoiNnbAfz4,5.0,15.0,"/m/025rv6n,/m/07qn5dc,/m/07st89h,/m/09b5t"
6QnEwCnKdP4,80.0,90.0,"/m/01280g,/m/04rlf,/m/0jbk"
6QnEwCnKdP4,80.0,90.0,"/m/01280g,/m/04rlf,/m/0jbk"
6T5SLgKd8gg,4.0,14.0,/m/07r_k2n
6UOObVAQS_M,30.0,40.0,"/m/03vt0,/m/09f96,/m/0h2mp"
6UOObVAQS_M,30.0,40.0,"/m/03vt0,/m/09f96,/m/0h2mp"
6UOObVAQS_M,30.0,40.0,"/m/03vt0,/m/09f96,/m/0h2mp"
6WMGrOwoWIw,40.0,50.0,"/m/068hy,/m/068zj,/m/0jbk"
6WMGrOwoWIw,40.0,50.0,"/m/068hy,/m/068zj,/m/0jbk"
6WMGrOwoWIw,40.0,50.0,"/m/068hy,/m/068zj,/m/0jbk"
6WX4cEj7sTc,400.0,410.0,"/m/09x0r,/m/0jbk,/m/0ytgt,/t/dd00129,/t/dd00136"
6WX4cEj7sTc,400.0,410.0,"/m/09x0r,/m/0jbk,/m/0ytgt,/t/dd00129,/t/dd00136"
6Wamq3ehaAU,30.0,40.0,/m/02yds9
6b6KOxd2jck,13.0,23.0,"/m/03k3r,/m/07q5rw0,/m/07rv9rh,/m/09x0r,/m/0jbk"
6b6KOxd2jck,13.0,23.0,"/m/03k3r,/m/07q5rw0,/m/07rv9rh,/m/09x0r,/m/0jbk"
6b6KOxd2jck,13.0,23.0,"/m/03k3r,/m/07q5rw0,/m/07rv9rh,/m/09x0r,/m/0jbk"
6b6KOxd2jck,13.0,23.0,"/m/03k3r,/m/07q5rw0,/m/07rv9rh,/m/09x0r,/m/0jbk"
6c-5b9sj35o,30.0,40.0,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/07r81j2,/m/0jbk"
6c-5b9sj35o,30.0,40.0,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/07r81j2,/m/0jbk"
6c-5b9sj35o,30.0,40.0,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/07r81j2,/m/0jbk"
6c-5b9sj35o,30.0,40.0,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/07r81j2,/m/0jbk"
6c-5b9sj35o,30.0,40.0,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/07r81j2,/m/0jbk"
6e-P6SURVDE,270.0,280.0,"/m/01h3n,/m/03vt0,/m/0h2mp"
6e-P6SURVDE,270.0,280.0,"/m/01h3n,/m/03vt0,/m/0h2mp"
6e-P6SURVDE,270.0,280.0,"/m/01h3n,/m/03vt0,/m/0h2mp"
6eE83gQGrFg,0.0,10.0,"/m/015p6,/m/020bb7,/m/07pggtn"
6eE83gQGrFg,0.0,10.0,"/m/015p6,/m/020bb7,/m/07pggtn"
6eE83gQGrFg,0.0,10.0,"/m/015p6,/m/020bb7,/m/07pggtn"
6gAInizlVKw,60.0,70.0,"/m/068hy,/m/09x0r,/m/0bt9lr,/m/0jbk,/m/0lyf6"
6gAInizlVKw,60.0,70.0,"/m/068hy,/m/09x0r,/m/0bt9lr,/m/0jbk,/m/0lyf6"
6gAInizlVKw,60.0,70.0,"/m/068hy,/m/09x0r,/m/0bt9lr,/m/0jbk,/m/0lyf6"
6iM8pWF0BMo,330.0,340.0,"/m/01xq0k1,/m/07rpkh9,/m/0ch8v"
6iM8pWF0BMo,330.0,340.0,"/m/01xq0k1,/m/07rpkh9,/m/0ch8v"
6iM8pWF0BMo,330.0,340.0,"/m/01xq0k1,/m/07rpkh9,/m/0ch8v"
6kEVmrfasFE,100.0,110.0,"/m/068zj,/m/0jbk,/t/dd00129"
6kEVmrfasFE,100.0,110.0,"/m/068zj,/m/0jbk,/t/dd00129"
6l8elU3VEBE,330.0,340.0,"/m/04rlf,/m/05tny_,/m/09x0r,/t/dd00125"
6mSFHoHJJ3Q,440.0,450.0,"/m/03vt0,/m/09f96,/m/0h2mp"
6mSFHoHJJ3Q,440.0,450.0,"/m/03vt0,/m/09f96,/m/0h2mp"
6mSFHoHJJ3Q,440.0,450.0,"/m/03vt0,/m/09f96,/m/0h2mp"
6nrVqPkhJjU,80.0,90.0,"/m/02yds9,/m/0jbk"
6nrVqPkhJjU,80.0,90.0,"/m/02yds9,/m/0jbk"
6oEWGoNoOCE,180.0,190.0,"/m/025rv6n,/m/07qwf61,/m/0dbvp"
6oEWGoNoOCE,180.0,190.0,"/m/025rv6n,/m/07qwf61,/m/0dbvp"
6oEWGoNoOCE,180.0,190.0,"/m/025rv6n,/m/07qwf61,/m/0dbvp"
6o_34a_o_1s,18.0,28.0,"/m/01rd7k,/m/025rv6n,/m/07svc2k"
6o_34a_o_1s,18.0,28.0,"/m/01rd7k,/m/025rv6n,/m/07svc2k"
6o_34a_o_1s,18.0,28.0,"/m/01rd7k,/m/025rv6n,/m/07svc2k"
6qmGCfCrU6w,20.0,30.0,"/m/01z5f,/m/068hy,/m/0bt9lr,/m/0ghcn6,/m/0jbk"
6qmGCfCrU6w,20.0,30.0,"/m/01z5f,/m/068hy,/m/0bt9lr,/m/0ghcn6,/m/0jbk"
6qmGCfCrU6w,20.0,30.0,"/m/01z5f,/m/068hy,/m/0bt9lr,/m/0ghcn6,/m/0jbk"
6qmGCfCrU6w,20.0,30.0,"/m/01z5f,/m/068hy,/m/0bt9lr,/m/0ghcn6,/m/0jbk"
6qmGCfCrU6w,20.0,30.0,"/m/01z5f,/m/068hy,/m/0bt9lr,/m/0ghcn6,/m/0jbk"
6qtqDXeovbA,60.0,70.0,"/m/068hy,/m/07q6cd_,/m/0bt9lr,/m/0jbk"
6qtqDXeovbA,60.0,70.0,"/m/068hy,/m/07q6cd_,/m/0bt9lr,/m/0jbk"
6qtqDXeovbA,60.0,70.0,"/m/068hy,/m/07q6cd_,/m/0bt9lr,/m/0jbk"
6quVNuz_sIs,30.0,40.0,/m/05_wcq
6se-2qAjyO4,40.0,50.0,"/m/01yrx,/m/02yds9,/m/068hy,/m/0jbk"
6se-2qAjyO4,40.0,50.0,"/m/01yrx,/m/02yds9,/m/068hy,/m/0jbk"
6se-2qAjyO4,40.0,50.0,"/m/01yrx,/m/02yds9,/m/068hy,/m/0jbk"
6se-2qAjyO4,40.0,50.0,"/m/01yrx,/m/02yds9,/m/068hy,/m/0jbk"
6u14wxqIlZ4,30.0,40.0,"/m/01yrx,/m/04rlf,/m/07qrkrw,/m/0jbk"
6u14wxqIlZ4,30.0,40.0,"/m/01yrx,/m/04rlf,/m/07qrkrw,/m/0jbk"
6u14wxqIlZ4,30.0,40.0,"/m/01yrx,/m/04rlf,/m/07qrkrw,/m/0jbk"
6v3wp68wBCE,50.0,60.0,/m/05_wcq
6vDMRkvF4f4,310.0,320.0,"/m/01h3n,/m/03vt0,/m/09f96,/m/09xqv,/m/0h2mp"
6vDMRkvF4f4,310.0,320.0,"/m/01h3n,/m/03vt0,/m/09f96,/m/09xqv,/m/0h2mp"
6vDMRkvF4f4,310.0,320.0,"/m/01h3n,/m/03vt0,/m/09f96,/m/09xqv,/m/0h2mp"
6vDMRkvF4f4,310.0,320.0,"/m/01h3n,/m/03vt0,/m/09f96,/m/09xqv,/m/0h2mp"
6vDMRkvF4f4,310.0,320.0,"/m/01h3n,/m/03vt0,/m/09f96,/m/09xqv,/m/0h2mp"
6vv_w-TvcrY,120.0,130.0,"/m/01h3n,/m/03vt0,/m/0h2mp"
6vv_w-TvcrY,120.0,130.0,"/m/01h3n,/m/03vt0,/m/0h2mp"
6vv_w-TvcrY,120.0,130.0,"/m/01h3n,/m/03vt0,/m/0h2mp"
6wg3GJZk7Q0,30.0,40.0,"/m/01yrx,/m/04rlf,/m/068hy,/m/07qrkrw,/m/0jbk"
6wg3GJZk7Q0,30.0,40.0,"/m/01yrx,/m/04rlf,/m/068hy,/m/07qrkrw,/m/0jbk"
6wg3GJZk7Q0,30.0,40.0,"/m/01yrx,/m/04rlf,/m/068hy,/m/07qrkrw,/m/0jbk"
6wg3GJZk7Q0,30.0,40.0,"/m/01yrx,/m/04rlf,/m/068hy,/m/07qrkrw,/m/0jbk"
6ynXQdEG4rY,40.0,50.0,/m/06hps
6z3eDM1VvfI,25.0,35.0,"/m/068hy,/m/07r81j2,/m/09x0r,/m/0jbk"
6z3eDM1VvfI,25.0,35.0,"/m/068hy,/m/07r81j2,/m/09x0r,/m/0jbk"
6z3eDM1VvfI,25.0,35.0,"/m/068hy,/m/07r81j2,/m/09x0r,/m/0jbk"
70loM_n4lJM,20.0,30.0,"/m/03vt0,/m/09f96,/m/0h2mp"
70loM_n4lJM,20.0,30.0,"/m/03vt0,/m/09f96,/m/0h2mp"
70loM_n4lJM,20.0,30.0,"/m/03vt0,/m/09f96,/m/0h2mp"
70oARHTT63c,40.0,50.0,"/m/01rd7k,/m/025rv6n,/m/07svc2k"
70oARHTT63c,40.0,50.0,"/m/01rd7k,/m/025rv6n,/m/07svc2k"
70oARHTT63c,40.0,50.0,"/m/01rd7k,/m/025rv6n,/m/07svc2k"
72Lf5uYJfZM,30.0,40.0,/m/07qdb04
72wtqWYGKgA,10.0,20.0,"/m/0ghcn6,/t/dd00125"
767SBLnTTlA,30.0,40.0,"/m/03vt0,/m/09f96,/m/0h2mp"
767SBLnTTlA,30.0,40.0,"/m/03vt0,/m/09f96,/m/0h2mp"
767SBLnTTlA,30.0,40.0,"/m/03vt0,/m/09f96,/m/0h2mp"
78KjO5EH6dk,190.0,200.0,"/m/046dlr,/m/068hy,/m/09x0r,/m/0bt9lr,/m/0jbk"
78KjO5EH6dk,190.0,200.0,"/m/046dlr,/m/068hy,/m/09x0r,/m/0bt9lr,/m/0jbk"
78KjO5EH6dk,190.0,200.0,"/m/046dlr,/m/068hy,/m/09x0r,/m/0bt9lr,/m/0jbk"
7C53GfbWiv0,30.0,40.0,"/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/07rc7d9,/m/09x0r,/m/0bt9lr,/m/0jbk,/t/dd00136"
7C53GfbWiv0,30.0,40.0,"/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/07rc7d9,/m/09x0r,/m/0bt9lr,/m/0jbk,/t/dd00136"
7C53GfbWiv0,30.0,40.0,"/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/07rc7d9,/m/09x0r,/m/0bt9lr,/m/0jbk,/t/dd00136"
7C53GfbWiv0,30.0,40.0,"/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/07rc7d9,/m/09x0r,/m/0bt9lr,/m/0jbk,/t/dd00136"
7DFJpPvm36g,30.0,40.0,"/m/068hy,/m/07rc7d9,/m/09x0r,/m/0bt9lr,/m/0jbk,/t/dd00136"
7DFJpPvm36g,30.0,40.0,"/m/068hy,/m/07rc7d9,/m/09x0r,/m/0bt9lr,/m/0jbk,/t/dd00136"
7DFJpPvm36g,30.0,40.0,"/m/068hy,/m/07rc7d9,/m/09x0r,/m/0bt9lr,/m/0jbk,/t/dd00136"
7DFJpPvm36g,30.0,40.0,"/m/068hy,/m/07rc7d9,/m/09x0r,/m/0bt9lr,/m/0jbk,/t/dd00136"
7DFJpPvm36g,30.0,40.0,"/m/068hy,/m/07rc7d9,/m/09x0r,/m/0bt9lr,/m/0jbk,/t/dd00136"
7Ew4nOmZuyY,30.0,40.0,"/m/04rlf,/m/07pjwq1,/m/09x0r"
7F01MogWvhQ,30.0,40.0,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/07r81j2,/m/09x0r,/m/0jbk"
7F01MogWvhQ,30.0,40.0,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/07r81j2,/m/09x0r,/m/0jbk"
7F01MogWvhQ,30.0,40.0,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/07r81j2,/m/09x0r,/m/0jbk"
7F01MogWvhQ,30.0,40.0,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/07r81j2,/m/09x0r,/m/0jbk"
7F01MogWvhQ,30.0,40.0,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/07r81j2,/m/09x0r,/m/0jbk"
7FI6nCbX89k,150.0,160.0,"/m/068hy,/m/068zj,/m/0jbk"
7FI6nCbX89k,150.0,160.0,"/m/068hy,/m/068zj,/m/0jbk"
7FI6nCbX89k,150.0,160.0,"/m/068hy,/m/068zj,/m/0jbk"
7GRUfDGJIwo,30.0,40.0,/m/04rmv
7GvM1ZhcbdY,10.0,20.0,"/m/07st88b,/m/09ld4"
7GvM1ZhcbdY,10.0,20.0,"/m/07st88b,/m/09ld4"
7IXBKjSUQ-Y,70.0,80.0,"/m/06hck5,/m/06wzb,/m/07rjwbb"
7L6YHRn0Wio,20.0,30.0,"/m/02mk9,/m/07qn4z3"
7LWEohTQ930,30.0,40.0,"/m/04rlf,/m/07qn4z3,/m/09x0r"
7N2q1XkFuqY,21.0,31.0,"/m/01yrx,/m/04rlf,/m/068hy,/m/07qrkrw,/m/09x0r,/m/0jbk"
7N2q1XkFuqY,21.0,31.0,"/m/01yrx,/m/04rlf,/m/068hy,/m/07qrkrw,/m/09x0r,/m/0jbk"
7N2q1XkFuqY,21.0,31.0,"/m/01yrx,/m/04rlf,/m/068hy,/m/07qrkrw,/m/09x0r,/m/0jbk"
7N2q1XkFuqY,21.0,31.0,"/m/01yrx,/m/04rlf,/m/068hy,/m/07qrkrw,/m/09x0r,/m/0jbk"
7NHLMbytk5o,30.0,40.0,"/m/04rlf,/m/07pjwq1,/m/09x0r"
7R3tP8wKBsg,40.0,50.0,"/m/04rmv,/m/09x0r,/m/0jbk"
7R3tP8wKBsg,40.0,50.0,"/m/04rmv,/m/09x0r,/m/0jbk"
7RxctxszXW0,16.0,26.0,/m/04rmv
7S9a9DsTBsI,0.0,10.0,"/m/01z47d,/m/04cvmfc,/m/09x0r"
7SSxBFP4LSQ,180.0,190.0,"/m/04zmvq,/m/06hck5,/m/06wzb,/m/07rjwbb"
7Sfbc9GAwho,30.0,40.0,/m/05_wcq
7W08vmriHkA,30.0,40.0,"/m/03k3r,/m/07q5rw0,/m/09x0r"
7W08vmriHkA,30.0,40.0,"/m/03k3r,/m/07q5rw0,/m/09x0r"
7WOBEB_l6I8,0.0,5.0,"/m/07st88b,/m/09ld4"
7WOBEB_l6I8,0.0,5.0,"/m/07st88b,/m/09ld4"
7WoFyN1R-1g,12.0,22.0,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/07r81j2,/m/09x0r,/m/0jbk"
7WoFyN1R-1g,12.0,22.0,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/07r81j2,/m/09x0r,/m/0jbk"
7WoFyN1R-1g,12.0,22.0,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/07r81j2,/m/09x0r,/m/0jbk"
7WoFyN1R-1g,12.0,22.0,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/07r81j2,/m/09x0r,/m/0jbk"
7WoFyN1R-1g,12.0,22.0,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/07r81j2,/m/09x0r,/m/0jbk"
7Yr4Y6V8hck,30.0,40.0,"/m/01g50p,/m/04zmvq,/m/06d_3,/m/06wzb,/m/07jdr,/m/07rjwbb,/m/07rwm0c,/m/0c1dj"
7_QapsrGCZY,30.0,40.0,"/m/04s8yn,/m/07r5c2p"
7_QapsrGCZY,30.0,40.0,"/m/04s8yn,/m/07r5c2p"
7aKBgag7ylE,0.0,9.0,"/m/07pjwq1,/m/09x0r"
7ahr0ay310U,40.0,50.0,"/m/02yds9,/m/0jbk"
7ahr0ay310U,40.0,50.0,"/m/02yds9,/m/0jbk"
7azTIyaeqx4,0.0,10.0,"/m/068hy,/m/068zj,/m/0ch8v,/m/0jbk"
7azTIyaeqx4,0.0,10.0,"/m/068hy,/m/068zj,/m/0ch8v,/m/0jbk"
7azTIyaeqx4,0.0,10.0,"/m/068hy,/m/068zj,/m/0ch8v,/m/0jbk"
7azTIyaeqx4,0.0,10.0,"/m/068hy,/m/068zj,/m/0ch8v,/m/0jbk"
7azzA91qIVg,0.0,10.0,"/m/068hy,/m/07pyy8b,/m/0jbk"
7azzA91qIVg,0.0,10.0,"/m/068hy,/m/07pyy8b,/m/0jbk"
7bjeYrzsTk4,30.0,40.0,"/m/07rc7d9,/m/09x0r,/t/dd00136"
7bjeYrzsTk4,30.0,40.0,"/m/07rc7d9,/m/09x0r,/t/dd00136"
7bxEtiuLOsQ,500.0,510.0,"/m/04cvmfc,/m/04rlf,/m/09x0r"
7fAxjx6m_Ak,10.0,20.0,"/m/01yrx,/m/068hy,/m/07r81j2,/m/0jbk"
7fAxjx6m_Ak,10.0,20.0,"/m/01yrx,/m/068hy,/m/07r81j2,/m/0jbk"
7fAxjx6m_Ak,10.0,20.0,"/m/01yrx,/m/068hy,/m/07r81j2,/m/0jbk"
7fAxjx6m_Ak,10.0,20.0,"/m/01yrx,/m/068hy,/m/07r81j2,/m/0jbk"
7gPNQn6-Ri0,280.0,290.0,/m/04cvmfc
7gqGqbzLpZE,30.0,40.0,"/m/068hy,/m/07qf0zm,/m/07rc7d9,/m/0bt9lr,/m/0jbk,/t/dd00136"
7gqGqbzLpZE,30.0,40.0,"/m/068hy,/m/07qf0zm,/m/07rc7d9,/m/0bt9lr,/m/0jbk,/t/dd00136"
7gqGqbzLpZE,30.0,40.0,"/m/068hy,/m/07qf0zm,/m/07rc7d9,/m/0bt9lr,/m/0jbk,/t/dd00136"
7gqGqbzLpZE,30.0,40.0,"/m/068hy,/m/07qf0zm,/m/07rc7d9,/m/0bt9lr,/m/0jbk,/t/dd00136"
7gqGqbzLpZE,30.0,40.0,"/m/068hy,/m/07qf0zm,/m/07rc7d9,/m/0bt9lr,/m/0jbk,/t/dd00136"
7gqGqbzLpZE,30.0,40.0,"/m/068hy,/m/07qf0zm,/m/07rc7d9,/m/0bt9lr,/m/0jbk,/t/dd00136"
7hDS0w1VZQ8,21.0,31.0,"/m/03k3r,/m/04rlf,/m/07q5rw0,/m/09x0r,/m/0jbk"
7hDS0w1VZQ8,21.0,31.0,"/m/03k3r,/m/04rlf,/m/07q5rw0,/m/09x0r,/m/0jbk"
7hDS0w1VZQ8,21.0,31.0,"/m/03k3r,/m/04rlf,/m/07q5rw0,/m/09x0r,/m/0jbk"
7i_-4Zp_Ws4,0.0,10.0,/m/032n05
7iyRkyHjsTE,30.0,40.0,"/m/01yrx,/m/04rlf,/m/068hy,/m/07r81j2,/m/09x0r,/m/0jbk"
7iyRkyHjsTE,30.0,40.0,"/m/01yrx,/m/04rlf,/m/068hy,/m/07r81j2,/m/09x0r,/m/0jbk"
7iyRkyHjsTE,30.0,40.0,"/m/01yrx,/m/04rlf,/m/068hy,/m/07r81j2,/m/09x0r,/m/0jbk"
7iyRkyHjsTE,30.0,40.0,"/m/01yrx,/m/04rlf,/m/068hy,/m/07r81j2,/m/09x0r,/m/0jbk"
7kKlbwXdBDQ,30.0,40.0,"/m/068hy,/m/0bt9lr,/m/0jbk,/t/dd00136"
7kKlbwXdBDQ,30.0,40.0,"/m/068hy,/m/0bt9lr,/m/0jbk,/t/dd00136"
7kKlbwXdBDQ,30.0,40.0,"/m/068hy,/m/0bt9lr,/m/0jbk,/t/dd00136"
7kKlbwXdBDQ,30.0,40.0,"/m/068hy,/m/0bt9lr,/m/0jbk,/t/dd00136"
7m6w6NH5RaY,30.0,40.0,"/m/01yrx,/m/068hy,/m/07r81j2,/m/09x0r,/m/0jbk"
7m6w6NH5RaY,30.0,40.0,"/m/01yrx,/m/068hy,/m/07r81j2,/m/09x0r,/m/0jbk"
7m6w6NH5RaY,30.0,40.0,"/m/01yrx,/m/068hy,/m/07r81j2,/m/09x0r,/m/0jbk"
7m6w6NH5RaY,30.0,40.0,"/m/01yrx,/m/068hy,/m/07r81j2,/m/09x0r,/m/0jbk"
7oK4d4SdSa8,50.0,60.0,"/m/04rmv,/m/0jbk"
7oK4d4SdSa8,50.0,60.0,"/m/04rmv,/m/0jbk"
7q65Wybimvs,30.0,40.0,"/m/01z5f,/m/04rlf,/m/07qf0zm,/m/09x0r,/m/0jbk"
7q65Wybimvs,30.0,40.0,"/m/01z5f,/m/04rlf,/m/07qf0zm,/m/09x0r,/m/0jbk"
7q65Wybimvs,30.0,40.0,"/m/01z5f,/m/04rlf,/m/07qf0zm,/m/09x0r,/m/0jbk"
7rl2lvAiOf0,260.0,270.0,"/m/03vt0,/m/09f96,/m/0h2mp"
7rl2lvAiOf0,260.0,270.0,"/m/03vt0,/m/09f96,/m/0h2mp"
7rl2lvAiOf0,260.0,270.0,"/m/03vt0,/m/09f96,/m/0h2mp"
7s2u7ByFlBw,40.0,50.0,"/m/01g50p,/m/04zmvq,/m/06d_3,/m/06hck5,/m/06wzb,/m/07jdr,/m/07rjwbb,/m/07rwm0c"
7t7RfDh-YKA,20.0,30.0,"/m/01z5f,/m/068hy,/m/07pyy8b,/m/0bt9lr,/m/0jbk"
7t7RfDh-YKA,20.0,30.0,"/m/01z5f,/m/068hy,/m/07pyy8b,/m/0bt9lr,/m/0jbk"
7t7RfDh-YKA,20.0,30.0,"/m/01z5f,/m/068hy,/m/07pyy8b,/m/0bt9lr,/m/0jbk"
7t7RfDh-YKA,20.0,30.0,"/m/01z5f,/m/068hy,/m/07pyy8b,/m/0bt9lr,/m/0jbk"
7tFWFDnAq98,30.0,40.0,/m/06hps
7tXt-i8NpOI,10.0,20.0,"/m/01j3sz,/m/02yds9,/m/09x0r"
7vVUuo4k2X8,20.0,30.0,"/m/015p6,/m/04rlf,/m/04s8yn,/m/07s02z0,/m/09x0r"
7vVUuo4k2X8,20.0,30.0,"/m/015p6,/m/04rlf,/m/04s8yn,/m/07s02z0,/m/09x0r"
7wJc_LpV8E4,30.0,40.0,"/m/01z5f,/m/068hy,/m/07qf0zm,/m/09x0r,/m/0bt9lr,/m/0jbk"
7wJc_LpV8E4,30.0,40.0,"/m/01z5f,/m/068hy,/m/07qf0zm,/m/09x0r,/m/0bt9lr,/m/0jbk"
7wJc_LpV8E4,30.0,40.0,"/m/01z5f,/m/068hy,/m/07qf0zm,/m/09x0r,/m/0bt9lr,/m/0jbk"
7wJc_LpV8E4,30.0,40.0,"/m/01z5f,/m/068hy,/m/07qf0zm,/m/09x0r,/m/0bt9lr,/m/0jbk"
7wJc_LpV8E4,30.0,40.0,"/m/01z5f,/m/068hy,/m/07qf0zm,/m/09x0r,/m/0bt9lr,/m/0jbk"
7wfM1zUa_zo,30.0,40.0,"/m/03k3r,/m/07q5rw0,/m/07rv9rh,/m/09x0r,/m/0jbk"
7wfM1zUa_zo,30.0,40.0,"/m/03k3r,/m/07q5rw0,/m/07rv9rh,/m/09x0r,/m/0jbk"
7wfM1zUa_zo,30.0,40.0,"/m/03k3r,/m/07q5rw0,/m/07rv9rh,/m/09x0r,/m/0jbk"
7wfM1zUa_zo,30.0,40.0,"/m/03k3r,/m/07q5rw0,/m/07rv9rh,/m/09x0r,/m/0jbk"
81xMhkd8lCI,40.0,50.0,"/m/01yrx,/m/02yds9,/m/068hy,/m/0jbk"
81xMhkd8lCI,40.0,50.0,"/m/01yrx,/m/02yds9,/m/068hy,/m/0jbk"
81xMhkd8lCI,40.0,50.0,"/m/01yrx,/m/02yds9,/m/068hy,/m/0jbk"
81xMhkd8lCI,40.0,50.0,"/m/01yrx,/m/02yds9,/m/068hy,/m/0jbk"
82C3NRXggGk,30.0,40.0,"/m/068hy,/m/07r_k2n,/m/09x0r,/m/0jbk"
82C3NRXggGk,30.0,40.0,"/m/068hy,/m/07r_k2n,/m/09x0r,/m/0jbk"
82C3NRXggGk,30.0,40.0,"/m/068hy,/m/07r_k2n,/m/09x0r,/m/0jbk"
82EHZ4_pTps,30.0,40.0,"/m/01yrx,/m/04rlf,/m/068hy,/m/07qrkrw,/m/09x0r,/m/0jbk"
82EHZ4_pTps,30.0,40.0,"/m/01yrx,/m/04rlf,/m/068hy,/m/07qrkrw,/m/09x0r,/m/0jbk"
82EHZ4_pTps,30.0,40.0,"/m/01yrx,/m/04rlf,/m/068hy,/m/07qrkrw,/m/09x0r,/m/0jbk"
82EHZ4_pTps,30.0,40.0,"/m/01yrx,/m/04rlf,/m/068hy,/m/07qrkrw,/m/09x0r,/m/0jbk"
845X9JEGzsU,30.0,40.0,"/m/06h7j,/m/09x0r,/m/0jbk,/t/dd00129"
84A7-8dN0S4,30.0,40.0,"/m/07r_k2n,/m/09x0r"
84ytcAkea7w,140.0,150.0,"/m/06hck5,/m/06wzb,/m/07rjwbb,/m/0l156k"
84zchlYA-8A,0.0,10.0,"/m/025rv6n,/m/07qn5dc,/m/07st89h,/m/09b5t"
84zchlYA-8A,0.0,10.0,"/m/025rv6n,/m/07qn5dc,/m/07st89h,/m/09b5t"
84zchlYA-8A,0.0,10.0,"/m/025rv6n,/m/07qn5dc,/m/07st89h,/m/09b5t"
84zchlYA-8A,0.0,10.0,"/m/025rv6n,/m/07qn5dc,/m/07st89h,/m/09b5t"
88nxoLgi1sE,30.0,40.0,"/m/02x984l,/m/068hy,/m/0bt9lr,/m/0jbk,/t/dd00128"
88nxoLgi1sE,30.0,40.0,"/m/02x984l,/m/068hy,/m/0bt9lr,/m/0jbk,/t/dd00128"
88nxoLgi1sE,30.0,40.0,"/m/02x984l,/m/068hy,/m/0bt9lr,/m/0jbk,/t/dd00128"
89AAdV4lkag,70.0,80.0,"/m/01rd7k,/m/025rv6n,/m/07svc2k"
89AAdV4lkag,70.0,80.0,"/m/01rd7k,/m/025rv6n,/m/07svc2k"
